NOMINATION_ID,GT_SAQ_MILESTONE,GT_SAQ_MILESTONE_CATEGORY
MOB-EXP19-3405,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-3052,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1598,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1599,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1600,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-0691,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1601,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-0424,CLEAN A/RTB,RTB'D YR 2021
N35-EXP20-0191,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-3666,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-3412,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1554,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1235,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1603,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-1417,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-1673,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-2768,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-2898,CLEAN A/RTB,RTB'D YR 2021
WTT-EXP20-0089,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-0234,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-1970,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1555,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-2972,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-2567,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1604,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1184,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1605,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1034,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-2479,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-0739,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-2669,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-1578,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1204,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1036,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-3175,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-3668,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-3420,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-3053,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-4902,CLEAN A/RTB,RTB'D YR 2021
MOB-TRFS20-0039,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1606,CLEAN A/RTB,RTB'D YR 2021
N35-EXP20-0259,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1636,CLEAN A/RTB,RTB'D YR 2021
WTT-EXP19-1004,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-0438,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-2497,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1608,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-0635,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-0632,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-2302,CLEAN A/RTB,RTB'D YR 2021
MIT-EXP20-0035,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-1464,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-2814,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-2933,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP20-0816,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-1478,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-2828,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-2946,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-2994,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP20-2313,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP20-1573,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-1480,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-2830,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-2995,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1081,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-0785,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-2483,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-0788,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP20-1813,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-1595,CLEAN A/RTB,RTB'D YR 2021
N35-EXP20-0208,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1610,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-4870,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1562,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-0488,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-0652,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-2319,CLEAN A/RTB,RTB'D YR 2021
MIT-EXP20-0037,CLEAN A/RTB,RTB'D YR 2021
MIT-EXP20-0038,CLEAN A/RTB,RTB'D YR 2021
MOB-TRFS20-0045,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1611,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-0454,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-2165,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-0459,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-2167,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-0526,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP20-2327,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-1773,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-2857,CLEAN A/RTB,RTB'D YR 2021
RED-EXP20-2765,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-0663,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-2329,CLEAN A/RTB,RTB'D YR 2021
MIT-EXP20-0039,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1612,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1564,CLEAN A/RTB,RTB'D YR 2021
N35-EXP20-0232,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-0553,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-3982,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-1134,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-0880,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-2245,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-2562,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP20-1634,CLEAN A/RTB,RTB'D YR 2021
N35-EXP20-0238,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1615,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1616,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-1137,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-0895,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1146,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-0470,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-2174,CLEAN A/RTB,RTB'D YR 2021
WTT-EXP19-0889,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-2368,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-1991,CLEAN A/RTB,RTB'D YR 2021
N35-EXP20-0266,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1195,CLEAN A/RTB,RTB'D YR 2021
N26-EXP20-1617,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3429,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3453,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3560,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3561,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3638,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3639,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3731,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3732,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3738,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3739,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3779,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3780,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3785,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3786,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3814,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3819,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3820,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3837,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3843,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3844,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3859,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3908,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3909,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3942,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3943,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-3946,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4000,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4001,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4018,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4092,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4093,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4105,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4119,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4133,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4134,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4158,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4159,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4160,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4170,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4171,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4177,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4178,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4204,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4235,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4236,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4251,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4252,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4253,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4292,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4293,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4345,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4346,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4368,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4369,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4387,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4388,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4435,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4436,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4466,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4468,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4553,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4620,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4621,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4636,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4637,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4778,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4779,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4879,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4880,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4881,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4902,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4916,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4917,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-4968,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5065,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5082,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5083,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5092,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5093,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5098,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5099,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5110,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5111,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5159,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5160,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5185,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5186,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5226,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5227,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5245,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5246,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5268,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5325,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5333,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5334,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5361,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5362,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5381,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5384,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5386,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5390,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5391,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5394,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5395,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5424,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5426,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5430,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5454,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5469,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5470,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5473,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5489,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5522,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5523,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5542,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5543,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5782,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5783,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5808,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5830,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5832,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5838,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5878,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5885,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5898,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5966,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6167,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6887,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6980,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7562,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7566,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7570,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7662,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5807,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5899,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5935,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5936,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5963,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-5964,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6035,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6036,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6048,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6166,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6170,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6171,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6285,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6286,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6297,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6298,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6357,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6358,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6360,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6396,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6399,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6409,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6410,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6412,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6455,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6457,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6458,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6459,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6461,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6463,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6464,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6466,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6468,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6469,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6471,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6483,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6484,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6486,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6489,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6491,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6514,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6517,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6518,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6521,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6524,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6525,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6527,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6541,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6542,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6544,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6567,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6635,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6636,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6638,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6670,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6671,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6673,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6688,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6689,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6691,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6692,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6700,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6702,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6703,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6704,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6706,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6768,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6770,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6771,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6772,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6774,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6779,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6780,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6782,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6785,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6786,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6788,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6791,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6793,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6836,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6837,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6839,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6863,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6865,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6866,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6868,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6870,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6878,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6879,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6881,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6886,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6889,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6904,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6905,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6907,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6912,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6914,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6953,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6954,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6956,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6979,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-6982,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7017,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7018,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7020,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7052,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7053,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7055,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7056,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7104,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7105,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7107,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7117,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7119,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7120,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7135,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7136,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7138,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7253,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7272,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7291,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7292,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7294,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7295,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7296,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7298,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7299,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7300,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7302,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7317,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7318,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7320,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7336,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7337,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7339,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7367,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7368,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7370,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7371,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7373,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7381,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7383,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7426,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7428,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7431,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7433,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7434,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7435,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7437,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7442,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7443,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7445,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7446,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7447,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7449,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7474,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7475,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7477,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7488,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7492,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7494,CLEAN A/RTB,RTB'D YR 2021
